4352.3,4295.9
4370.8,4322.1
4384.1,4331.8
4380,4317.9
4373.8,4314.9
4374.4,4317.9
4375.4,4311.3
4374.9,4318.5
4375.4,4339.5
4376.9,4337.9
4376.4,4326.7
4372.3,4327.2
4371.8,4324.1
4370.8,4312.8
4366.7,4303.1
4366.2,4299
4364.6,4302.1
4356.9,4305.1
4355.9,4308.2
4354.4,4317.4
4345.6,4315.4
4342.1,4299
4343.1,4294.4
4337.4,4290.3
4335.4,4280.5
4336.9,4283.6
4330.8,4297.4
4325.6,4295.9
4328.2,4280.5
4340,4282.1
4350.8,4305.6
4346.7,4319
4337.4,4302.6
4336.9,4290.8
4337.4,4299.5
4329.2,4306.7
4335.9,4310.3
4343.6,4309.7
4327.2,4297.9
4310.3,4282.6
4317.9,4284.6
4335.4,4302.1
4347.7,4320
4358.5,4333.3
4359,4333.3
4356.9,4325.6
4370.3,4334.9
4383.1,4349.2
4377.9,4328.2
4369.2,4301.5
4368.7,4307.7
4370.3,4319
4371.8,4316.4
4370.8,4311.3
4365.6,4304.1
4356.9,4291.8
4345.1,4278.5
4340.5,4267.2
4343.6,4264.1
4336.4,4259.5
4315.4,4245.1
4307.2,4239.5
4317.4,4247.2
4320.5,4249.7
4309.2,4243.1
4309.2,4243.6
4322.1,4246.2
4318.5,4237.4
4307.2,4230.3
4319,4239
4336.4,4249.7
4330.3,4251.8
4322.1,4249.7
4328.2,4248.2
4337.9,4256.4
4345.1,4266.7
4353.8,4271.3
4369.2,4281.5
4383.6,4300.5
4380.5,4307.2
4373.8,4297.4
4380.5,4297.9
4393.3,4313.3
4410.8,4327.7
4412.3,4326.7
4394.4,4315.9
4390.8,4314.9
4399.5,4323.1
4393.8,4320
4381,4302.6
4377.4,4292.8
4375.4,4294.9
4376.4,4295.9
4381.5,4293.8
4380.5,4293.8
4380,4298.5
4388.7,4302.6
4393.8,4303.6
4388.7,4307.2
4393.3,4323.1
4399,4337.9
4390.3,4337.9
4385.1,4340
4383.1,4344.6
4375.9,4339.5
4376.4,4333.8
4382.1,4337.9
4375.9,4336.9
4368.7,4324.1
4376.4,4323.1
4385.1,4334.4
4382.6,4332.8
4380,4327.7
4381.5,4345.1
4382.1,4361.5
4380.5,4355.9
4384.6,4352.8
4389.2,4355.4
4390.8,4353.3
4388.7,4348.2
4390.8,4350.3
4397.9,4362.6
4392.3,4365.1
4376.9,4352.8
4369.7,4349.2
4372.3,4357.4
4373.8,4359
4378.5,4362.6
4388.7,4372.8
4392.8,4370.3
4387.2,4360.5
4383.1,4351.8
4388.2,4352.3
4390.8,4357.9
4385.1,4356.9
4388.7,4358.5
4393.3,4363.6
4389.2,4363.1
4387.7,4358.5
4391.3,4357.4
4389.2,4358.5
4384.1,4360
4381,4354.9
4379.5,4347.2
4385.1,4348.2
4389.7,4347.7
4384.6,4339.5
4379,4341
4384.1,4348.2
4391.8,4350.8
4386.7,4349.2
4381,4340.5
4389.2,4339.5
4404.6,4357.4
4403.1,4364.6
4399.5,4356.9
4409.7,4362.6
4410.8,4370.8
4395.9,4361.5
4391.8,4354.4
4399,4360
4399.5,4364.6
4402.1,4364.1
4408.2,4367.2
4402.1,4368.7
4384.6,4349.7
4372.3,4324.1
4377.9,4315.9
4388.7,4329.2
4391.3,4344.1
4389.7,4342.1
4398.5,4339
4407.2,4347.7
4401,4347.2
4393.8,4339
4396.9,4348.2
4400.5,4355.9
4402.1,4348.7
4409.7,4347.7
4407.2,4352.8
4397.4,4349.7
4404.1,4349.2
4413.8,4362.6
4411.3,4363.1
4403.1,4343.6
4397.4,4335.4
4404.1,4353.3
4409.2,4363.6
4396.4,4349.2
4395.9,4351.3
4408.7,4371.8
4399,4362.6
4387.7,4340.5
4399.5,4353.3
4403.1,4369.7
4396.4,4370.8
4396.4,4374.9
4389.2,4364.6
4379.5,4345.6
4379.5,4344.1
4379.5,4349.7
4391.8,4359.5
4407.7,4370.8
4407.7,4380
4411.3,4406.7
4428.2,4432.8
4430.3,4427.7
4425.1,4427.2
4435.4,4450.3
4434.4,4445.6
4418.5,4421
4421,4436.9
4431.8,4462.1
4420,4445.1
4406.7,4428.2
4415.9,4445.6
4411.8,4447.7
4393.8,4427.2
4400,4427.7
4405.6,4434.9
4389.7,4423.6
4385.1,4413.8
4384.1,4402.6
4371.3,4384.6
4380,4391.8
4401.5,4416.9
4402.1,4415.9
4394.4,4399.5
4396.4,4402.1
4404.6,4419.5
4408.7,4424.1
4400.5,4408.7
4384.6,4395.4
4373.8,4386.2
4368.2,4367.2
4369.7,4357.9
4385.6,4376.9
4397.4,4390.8
4395.9,4377.4
4393.8,4373.3
4394.9,4383.6
4395.9,4381.5
4402.1,4384.1
4413.3,4401.5
4416.4,4401
4406.7,4375.4
4394.9,4367.2
4397.9,4383.1
4402.6,4385.1
4388.7,4363.6
4383.6,4353.8
4403.1,4365.6
4413.8,4369.2
4408.7,4364.6
4409.7,4370.3
4413.8,4375.4
4412.3,4372.3
4411.3,4374.9
4417.9,4386.7
4427.7,4399
4423.6,4392.3
4410.8,4375.4
4410.8,4373.3
4411.8,4371.8
4399,4351.3
4391.3,4339.5
4396.9,4343.1
4400,4340.5
4392.8,4339.5
4384.6,4342.6
4384.6,4339.5
4394.9,4348.7
4400,4362.6
4393.8,4351.3
4395.4,4339
4402.1,4345.6
4395.9,4341.5
4395.4,4333.8
4409.7,4351.3
4415.9,4368.2
4410.8,4366.7
4406.2,4361.5
4400,4356.4
4394.4,4349.7
4396.9,4351.3
4399.5,4354.4
4392.3,4346.2
4386.2,4335.9
4392.8,4335.9
4394.9,4340
4388.2,4343.1
4388.7,4346.2
4375.9,4338.5
4350.3,4314.4
4344.1,4297.4
4356.9,4304.6
4370.8,4317.9
4378.5,4324.1
4375.9,4329.2
4376.9,4339
4385.6,4343.6
4389.7,4346.2
4394.4,4351.3
4399.5,4349.7
4387.7,4342.1
4374.9,4331.8
4382.1,4327.7
4393.8,4336.9
4392.8,4344.6
4387.7,4337.9
4387.7,4328.2
4390.8,4335.4
4391.8,4341
4383.1,4325.6
4373.3,4314.4
4381.5,4333.8
4388.2,4348.2
4377.9,4333.3
4380,4334.9
4390.3,4352.8
4383.1,4346.2
4376.9,4333.3
4381,4339
4382.6,4345.1
4382.1,4337.9
4380.5,4325.6
4373.3,4315.9
4376.9,4323.1
4390.8,4334.9
4395.9,4334.4
4395.4,4336.9
4394.4,4341.5
4390.8,4342.6
4386.2,4349.2
4383.1,4355.9
4383.6,4347.7
4385.1,4337.9
4390.3,4340
4395.4,4342.6
4393.8,4341.5
4388.7,4340
4388.7,4342.6
4389.7,4344.1
4389.7,4342.1
4388.7,4344.1
4387.2,4351.3
4388.7,4349.7
4385.1,4334.9
4374.9,4323.6
4376.9,4327.7
4387.2,4331.3
4389.7,4328.2
4391.8,4331.8
4394.9,4336.9
